Collecting...
Analyzing...
Found 785 different typed gadgets
Collected gadgets saved in ls64.collected
Verifying...
Found 660 different verified gadgets
Verified gadgets saved in ls64.verified
         44239686 function calls (44001934 primitive calls) in 50.960 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 <decorator-gen-455>:1(<module>)
        1    0.000    0.000    0.000    0.000 bintree.py:45(BinaryTree)
        1    0.000    0.000    0.000    0.000 calendar.py:28(IllegalWeekdayError)
        1    0.000    0.000    0.000    0.000 <decorator-gen-220>:1(<module>)
        1    0.000    0.000    0.000    0.000 z3types.py:17(ContextObj)
        1    0.000    0.000    0.000    0.000 store.py:6(SimIRStmt_Store)
        1    0.000    0.000    0.000    0.000 <decorator-gen-257>:1(<module>)
        1    0.000    0.000    0.000    0.000 uu.py:39(Error)
        1    0.000    0.000    0.000    0.000 <decorator-gen-329>:1(<module>)
        1    0.000    0.000    0.000    0.000 pe.py:27(ImageImportDescriptorData)
        1    0.000    0.000    0.000    0.000 <decorator-gen-337>:1(<module>)
        1    0.000    0.000    0.000    0.000 single.py:3(SimConcretizationStrategySingle)
        2    0.000    0.000    0.000    0.000 blob.py:61(is_compatible)
        1    0.000    0.000    0.000    0.000 threading.py:1049(_Timer)
       21    0.000    0.000    0.000    0.000 arch.py:119(endings)
        1    0.000    0.000    0.000    0.000 <decorator-gen-38>:1(<module>)
        1    0.000    0.000    0.000    0.000 z3types.py:121(RCFNumObj)
        1    0.000    0.000    0.000    0.000 <decorator-gen-20>:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-193>:1(<module>)
        1    0.000    0.000    0.000    0.000 strcpy.py:4(strcpy)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2357(Literal)
        4    0.000    0.000    0.000    0.000 __init__.py:1870(__init__)
        1    0.000    0.000    0.000    0.000 sigprocmask.py:3(sigprocmask)
        1    0.000    0.000    0.000    0.000 arm.py:30(R_ARM_CALL)
        1    0.000    0.000    0.000    0.000 <decorator-gen-387>:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-160>:1(<module>)
        2    0.000    0.000    0.000    0.000 _tqdm.py:852(__eq__)
        1    0.000    0.000    0.000    0.000 filters.py:54(show_nodes)
        1    0.000    0.000    0.000    0.000 _base.py:73(_AsCompletedWaiter)
        1    0.000    0.000    0.000    0.000 <decorator-gen-386>:1(<module>)
        1    0.000    0.000    0.000    0.000 z3.py:1653(PatternRef)
        1    0.000    0.000    0.000    0.000 disassembly.py:101(Hook)
        1    0.000    0.000    0.000    0.000 procedure_dict.py:21(_SimProcedures)
        1    0.000    0.000    0.000    0.000 deallocate.py:6(deallocate)
        1    0.000    0.000    0.000    0.000 backend_concrete.py:151(_is_false)
        1    0.000    0.000    0.000    0.000 fp.py:118(<lambda>)
        1    0.000    0.000    0.000    0.000 _tqdm_gui.py:25(tqdm_gui)
        1    0.000    0.000    0.000    0.000 six.py:360(Module_six_moves_urllib_error)
        1    0.000    0.000    0.000    0.000 semantic.py:581(IRSBAnalyser)
        1    0.000    0.000    0.000    0.000 GadgetsCollector.py:369(__init__)
        1    0.000    0.000    0.000    0.000 cache.py:6(_DefaultSize)
        1    0.000    0.000    0.000    0.000 <decorator-gen-190>:1(<module>)
        1    0.000    0.000    0.000    0.000 printf.py:7(printf)
        1    0.000    0.000    0.000    0.000 __init__.py:240(c_char_p)
        1    0.000    0.000    0.000    0.000 mips64.py:17(R_MIPS_TLS_DTPREL64)
        1    0.000    0.000    0.000    0.000 six.py:457(Module_six_moves_urllib_robotparser)
        1    0.000    0.000    0.000    0.000 z3printer.py:366(StringFormatObject)
        1    0.000    0.000    0.000    0.000 z3.py:5938(CheckSatResult)
        1    0.000    0.000    0.000    0.000 reportviews.py:863(InMultiEdgeDataView)
        1    0.000    0.000    0.000    0.000 graphviews.py:98(SubMultiGraph)
        1    0.000    0.000    0.000    0.000 strstr.py:7(strstr)
        1    0.000    0.000    0.000    0.000 system.py:7(system)
        1    0.000    0.000    0.000    0.000 <decorator-gen-408>:1(<module>)
        1    0.000    0.000    0.000    0.000 errors.py:276(SimTranslationError)
        1    0.000    0.000    0.000    0.000 timeit.py:105(Timer)
        1    0.000    0.000    0.000    0.000 <decorator-gen-409>:1(<module>)
        1    0.000    0.000    0.000    0.000 mach_o.py:321(SectionData)
        1    0.000    0.000    0.000    0.000 core.py:604(Struct)
        1    0.000    0.000    0.000    0.000 generic.py:90(GenericAbsoluteReloc)
        1    0.000    0.000    0.000    0.000 <decorator-gen-122>:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:963(PlaceHolder)
        1    0.000    0.000    0.000    0.000 __init__.py:1636(ZipManifests)
        1    0.000    0.000    0.000    0.000 synchronize.py:299(Event)
        1    0.000    0.000    0.000    0.000 <decorator-gen-209>:1(<module>)
        1    0.000    0.000    0.000    0.000 htons.py:6(htons)
        1    0.000    0.000    0.000    0.000 <decorator-gen-396>:1(<module>)
        1    0.000    0.000    0.000    0.000 errors.py:296(SimReliftException)
        1    0.000    0.000    0.000    0.000 newint.py:22(BaseNewInt)
        1    0.000    0.000    0.000    0.000 __init__.py:389(PyDLL)
        1    0.000    0.000    0.000    0.000 synchronize.py:195(Condition)
        1    0.000    0.000    0.000    0.000 __init__.py:365(_dummy_cs)
        1    0.000    0.000    0.000    0.000 adapters.py:204(LengthValueAdapter)
        1    0.000    0.000    0.000    0.000 __init__.py:225(LogRecord)
        1    0.000    0.000    0.000    0.000 base.py:33(ASTCacheKey)
        1    0.000    0.000    0.000    0.000 <decorator-gen-219>:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-482>:1(<module>)
        1    0.000    0.000    0.000    0.000 argparse.py:1000(_VersionAction)
        1    0.000    0.000    0.000    0.000 GadgetsVerifier.py:215(GadgetsVerifier)
        1    0.000    0.000    0.000    0.000 <decorator-gen-63>:1(<module>)
        1    0.000    0.000    0.000    0.000 model.py:178(UnknownIntegerType)
        1    0.000    0.000    0.000    0.000 <decorator-gen-65>:1(<module>)
        1    0.000    0.000    0.000    0.000 generic.py:54(IMAGE_REL_BASED_HIGH)
        1    0.000    0.000    0.000    0.000 <decorator-gen-293>:1(<module>)
        1    0.000    0.000    0.000    0.000 datalayer.py:60(MongoDataLayer)
        1    0.000    0.000    0.000    0.000 __init__.py:333(CsError)
        1    0.000    0.000    0.000    0.000 int2str.py:182(int2str_v3)
        1    0.000    0.000    0.000    0.000 <decorator-gen-161>:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-35>:1(<module>)
        1    0.000    0.000    0.000    0.000 sparc.py:8(SparcOpMem)
        1    0.000    0.000    0.000    0.000 arch.py:303(ArchitectureMipsBE)
        1    0.000    0.000    0.000    0.000 <decorator-gen-323>:1(<module>)
        1    0.000    0.000    0.000    0.000 pytree.py:534(LeafPattern)
        1    0.000    0.000    0.000    0.000 expr.py:108(VECRET)
        1    0.000    0.000    0.000    0.000 pe.py:76(ImageDllCharacteristics)
        1    0.000    0.000    0.000    0.000 _endian.py:46(BigEndianStructure)
        1    0.000    0.000    0.000    0.000 search.py:228(SearcherARM)
        1    0.000    0.000    0.000    0.000 unicorn.py:238(UcCleanupManager)
        1    0.000    0.000    0.000    0.000 reassembler.py:648(Instruction)
        1    0.000    0.000    0.000    0.000 elf.py:473(LSB_32_DYN)
        1    0.000    0.000    0.000    0.000 <decorator-gen-152>:1(<module>)
        1    0.000    0.000    0.000    0.000 hex_codec.py:45(Codec)
        1    0.000    0.000    0.000    0.000 <decorator-gen-388>:1(<module>)
        1    0.000    0.000    0.000    0.000 z3helper.py:180(ConstraintError)
        1    0.000    0.000    0.000    0.000 graphviews.py:208(GraphView)
        1    0.000    0.000    0.000    0.000 semantic.py:265(SemanticInformation)
        1    0.000    0.000    0.000    0.000 <decorator-gen-203>:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-90>:1(<module>)
        1    0.000    0.000    0.000    0.000 c_ast.py:519(ID)
        1    0.000    0.000    0.000    0.000 elf.py:721(MSB_64_REL)
        1    0.000    0.000    0.000    0.000 elfcore.py:12(CoreNote)
        1    0.000    0.000    0.000    0.000 ascii.py:34(StreamConverter)
        1    0.000    0.000    0.000    0.000 <decorator-gen-341>:1(<module>)
        1    0.000    0.000    0.000    0.000 adapters.py:377(PaddingAdapter)
        1    0.000    0.000    0.000    0.000 copy.py:113(_copy_with_constructor)
        1    0.000    0.000    0.000    0.000 <decorator-gen-307>:1(<module>)
        1    0.000    0.000    0.000    0.000 pthread_mutex_unlock.py:7(pthread_mutex_unlock)
        1    0.000    0.000    0.000    0.000 sim_type.py:294(SimTypeBool)
        1    0.000    0.000    0.000    0.000 reportviews.py:684(EdgeDataView)
        1    0.000    0.000    0.000    0.000 tokenize.py:150(TokenError)
        1    0.000    0.000    0.000    0.000 pyparsing.py:283(RecursiveGrammarException)
        1    0.000    0.000    0.000    0.000 <decorator-gen-207>:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-114>:1(<module>)
        1    0.000    0.000    0.000    0.000 argparse.py:981(_HelpAction)
        1    0.000    0.000    0.000    0.000 solvers.py:102(SolverComposite)
        1    0.000    0.000    0.000    0.000 generic.py:77(GenericRelativeReloc)
        1    0.000    0.000    0.000    0.000 error.py:2(FFIError)
        1    0.000    0.000    0.000    0.000 coloredstring.py:22(Color)
        1    0.000    0.000    0.000    0.000 c_ast.py:426(FileAST)
        1    0.000    0.000    0.000    0.000 externs.py:6(ExternSegment)
        1    0.000    0.000    0.000    0.000 core.py:267(Adapter)
        1    0.000    0.000    0.000    0.000 generic.py:64(IMAGE_REL_BASED_LOW)
        1    0.000    0.000    0.000    0.000 exception.py:68(NetworkXUnfeasible)
        1    0.000    0.000    0.000    0.000 controlled_data.py:5(SimConcretizationStrategyControlledData)
        1    0.000    0.000    0.000    0.000 chars.py:8(CharPrevA)
        1    0.000    0.000    0.000    0.000 urllib.py:1004(addinfo)
        1    0.000    0.000    0.000    0.000 die.py:42(DIE)
        1    0.000    0.000    0.000    0.000 coreviews.py:316(FilterAdjacency)
        1    0.000    0.000    0.000    0.000 mips_elf_fast.py:19(MipsElfFastResolver)
        1    0.000    0.000    0.000    0.000 <decorator-gen-196>:1(<module>)
        1    0.000    0.000    0.000    0.000 x86.py:17(X86OpValue)
        1    0.000    0.000    0.000    0.000 z3.py:4415(ScopedConstructor)
        1    0.000    0.000    0.000    0.000 <decorator-gen-221>:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-197>:1(<module>)
        1    0.000    0.000    0.000    0.000 error.py:20(RopperError)
        1    0.000    0.000    0.000    0.000 <decorator-gen-44>:1(<module>)
        1    0.000    0.000    0.000    0.000 threading.py:57(_Verbose)
        1    0.000    0.000    0.000    0.000 bdb.py:614(Tdb)
        1    0.000    0.000    0.000    0.000 core.py:1133(Reconfig)
        1    0.000    0.000    0.000    0.000 const.py:85(U16)
        1    0.000    0.000    0.000    0.000 sim_variable.py:246(SimStackVariable)
        1    0.000    0.000    0.000    0.000 pthread_create.py:8(pthread_create)
        1    0.000    0.000    0.000    0.000 __init__.py:156(py_object)
        1    0.000    0.000    0.000    0.000 lex.py:93(NullLogger)
        1    0.000    0.000    0.000    0.000 <decorator-gen-60>:1(<module>)
        1    0.000    0.000    0.000    0.000 core.py:1186(Value)
        1    0.000    0.000    0.000    0.000 __init__.py:330(ResolutionError)
        1    0.000    0.000    0.000    0.000 abbrevtable.py:56(AbbrevDecl)
        1    0.000    0.000    0.000    0.000 <decorator-gen-95>:1(<module>)
        1    0.000    0.000    0.000    0.000 hashtable.py:51(GNUHashTable)
        1    0.000    0.000    0.000    0.000 IsProcessorFeaturePresent.py:3(IsProcessorFeaturePresent)
        1    0.000    0.000    0.000    0.000 _base.py:58(_Waiter)
        1    0.000    0.000    0.000    0.000 z3.py:6668(FiniteDomainRef)
        1    0.000    0.000    0.000    0.000 constraint_fixer_mixin.py:1(ConstraintFixerMixin)
        1    0.000    0.000    0.000    0.000 <decorator-gen-301>:1(<module>)
        1    0.000    0.000    0.000    0.000 exceptions.py:18(DWARFError)
        1    0.000    0.000    0.000    0.000 <decorator-gen-381>:1(<module>)
        1    0.000    0.000    0.000    0.000 c_ast.py:618(PtrDecl)
        1    0.000    0.000    0.000    0.000 generic.py:36(IMAGE_REL_BASED_HIGHLOW)
        1    0.000    0.000    0.000    0.000 mach_o.py:25(VM_PROT)
        1    0.000    0.000    0.000    0.000 socket.py:7(socket)
        1    0.000    0.000    0.000    0.000 model.py:72(BaseType)
        1    0.000    0.000    0.000    0.000 <decorator-gen-283>:1(<module>)
        1    0.000    0.000    0.000    0.000 region.py:22(_rebase)
        2    0.000    0.000    0.000    0.000 regions.py:19(is_writable)
        1    0.000    0.000    0.000    0.000 plistlib.py:322(Dict)
        1    0.000    0.000    0.000    0.000 errors.py:376(SimZeroDivisionException)
        1    0.000    0.000    0.000    0.000 synchronize.py:127(BoundedSemaphore)
        1    0.000    0.000    0.000    0.000 errors.py:56(ClaripyZeroDivisionError)
        1    0.000    0.000    0.000    0.000 accept.py:7(accept)
        1    0.000    0.000    0.000    0.000 reportviews.py:573(InMultiDegreeView)
        1    0.000    0.000    0.000    0.000 getpid.py:3(getpid)
        1    0.000    0.000    0.000    0.000 <decorator-gen-56>:1(<module>)
        1    0.000    0.000    0.000    0.000 <string>:22(ElementTree)
        3    0.000    0.000    0.000    0.000 service.py:266(options)
        1    0.000    0.000    0.000    0.000 <decorator-gen-176>:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-395>:1(<module>)
        1    0.000    0.000    0.000    0.000 reassembler.py:1612(Relocation)
        1    0.000    0.000    0.000    0.000 scanf.py:4(__isoc99_scanf)
        1    0.000    0.000    0.000    0.000 c_ast.py:22(Node)
        1    0.000    0.000    0.000    0.000 core.py:994(OnDemand)
        1    0.000    0.000    0.000    0.000 const.py:119(U64)
        1    0.000    0.000    0.000    0.000 <decorator-gen-280>:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-0>:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:252(c_void_p)
        1    0.000    0.000    0.000    0.000 errors.py:350(SimEmptyCallStackError)
        1    0.000    0.000    0.000    0.000 __init__.py:84(Postprocessor)
        1    0.000    0.000    0.000    0.000 gadget.py:40(GadgetType)
       12    0.000    0.000    0.000    0.000 __init__.py:1987(find_nothing)
        1    0.000    0.000    0.000    0.000 strdup.py:4(strdup)
        1    0.000    0.000    0.000    0.000 __init__.py:2884(EggInfoDistribution)
        1    0.000    0.000    0.000    0.000 <decorator-gen-167>:1(<module>)
        1    0.000    0.000    0.000    0.000 parse.py:16(ParseError)
        1    0.000    0.000    0.000    0.000 string_escape.py:15(IncrementalEncoder)
        1    0.000    0.000    0.000    0.000 pe.py:381(ImportByNameData)
        1    0.000    0.000    0.000    0.000 lseek.py:6(lseek)
        1    0.000    0.000    0.000    0.000 arch.py:312(ArchitectureMips64)
        1    0.000    0.000    0.000    0.000 <decorator-gen-355>:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-330>:1(<module>)
        1    0.000    0.000    0.000    0.000 callframe.py:377(RegisterRule)
        1    0.000    0.000    0.000    0.000 c_ast.py:219(Cast)
        1    0.000    0.000    0.000    0.000 arch.py:340(ArchitectureArm)
        1    0.000    0.000    0.000    0.000 fp.py:29(RM)
        1    0.000    0.000    0.000    0.000 brk.py:6(brk)
        1    0.000    0.000    0.000    0.000 pe.py:164(IMAGE_THUNK_DATA)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3192(WordEnd)
        1    0.000    0.000    0.000    0.000 string_escape.py:19(IncrementalDecoder)
        1    0.000    0.000    0.000    0.000 argparse.py:640(RawTextHelpFormatter)
